# BEAST v1.10.5 Prerelease #23570d1
# Generated Sun Feb 07 17:49:53 CET 2021 [seed=1612716592799]
# -overwrite Analysis_2_j_2000.xml
# keywords: skygrid discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.cutOff	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	location.precision.col11	location.precision.col12	location.precision.col21	location.precision.col22	correlation	location.varCovar.location.precision.col11	location.varCovar.location.precision.col12	location.varCovar.location.precision.col21	location.varCovar.location.precision.col22	location.diffusionRate	location.halfDF	treeLengthPrecision1	treeLengthPrecision2	treeLengthPrecision3	treeLikelihood	branchRates	location.traitLikelihood	skygrid
1000000	-25130.533538396943	-1362.7339170597934	-23767.79962133715	0.7826916020029953	2018.7405960692297	7.467452460483687	0.28701886507408336	0.8568928998009115	0.5854002078517875	1.4280252669903246	0.8012210163331992	0.2735141799135336	-0.661089424669024	-3.141975528063739	-3.2821042346352858	-3.769305353315617	-3.312393461875683	-3.460708533457049	-1.1569682855997645	0.19718544877194244	1.7520281023443314	0.6488234820307586	0.712769027652647	-0.5465772644530627	-1.7219293413545058	-6.981547037307244	-8.311584757904285	-8.832763090479643	-7.579452788287385	-8.033856333049144	-7.841898020020098	1.0	0.561512034825281	2.5550143268393923	0.1986792263815571	0.2486698138025867	1.9465073594635032	0.4896172386876795	0.3275151210858781	0.19896534121899348	0.2409221195481496	0.23259741814697862	0.061938547165722814	0.004824602938015698	0.004846916563164372	0.004438368471536853	0.8400833802473345	0.028512464939540308	1.5507775826015772E-9	2.0691445311201718E-10	2.0691445311201718E-10	1.1461169657185236E-9	-0.15520353173012996	6.607541325797826E8	-1.1928937802481511E8	-1.192893780248151E8	8.940472282195765E8	277631.4021712107	0.7989936142971388	1.1580357874861093E-8	8.558573955656888E-9	1.5451238420009692E-9	-21763.341844528626	-1059.6634733096073	-2004.4577768085264	-102.92113158350924
1100000	-25136.543494891182	-1366.1781772804368	-23770.365317610747	0.5762091132877061	2018.9470785579451	7.990990128226029	0.5607607482627445	0.9085043083401756	0.6644383091456051	1.3891362018961215	0.35950160353763466	1.455286700212521	0.5462536957143656	-2.1252330609310186	-3.3521242421823247	-3.0151756674559502	-3.559338699197082	-3.42169943437982	-1.2560181263341446	-1.6522442888816276	-3.780364297166931	-2.4890017584446382	-2.4024696622624875	-0.653843968597374	-0.4817799467429791	-1.0094640543409832	-1.1949504419056858	0.20692892498370208	1.587271319561669	1.1920444525590277	3.123872202929348	1.0	0.378205596180503	2.627148561343459	0.22924874041303978	0.2069800881374952	2.122613021969451	0.43580399195605285	0.319642442447311	0.19206675969478745	0.25158821609346005	0.23670258176444103	0.08865658876466688	0.003775222582243156	0.0024338544778242954	0.003590890545805094	0.5844013125836954	-0.040858001598558374	2.352585796248573E-9	3.772227857194435E-11	3.772227857194435E-11	1.262335433646521E-9	-0.021889598516204024	4.252679693202606E8	-1.270825200563613E7	-1.2708252005636131E7	7.92562228354966E8	241468.11821703461	0.6638879359661389	1.8799489873627117E-8	1.0087309988779273E-8	3.014383556825996E-10	-21777.562652555014	-1059.6634733096073	-1992.8026650557329	-106.00109235898313
1200000	-25106.4072136447	-1340.547643509588	-23765.85957013511	0.7221911981860958	2018.8010964730468	7.540017698312203	1.3524194278033992	0.8922790532170974	-0.2402565839821144	1.3764274015222793	0.5200222127229412	0.34805575122456295	-0.21249458099358418	-1.7356361707603942	-1.8690559359496477	-3.4373516527812913	-3.4586177969963723	-4.050844874092162	-2.902612403163925	-3.53938439757383	-2.6611212502492565	-2.0662498564468277	-2.1058019601406754	-2.7155257023146215	-2.5470313787265213	-2.8486620719480285	-2.1322837340973875	-1.5157852853528861	-0.977090319918422	-1.038016839108271	-0.45465000505556974	1.0	0.48630979206176644	2.5537532545586075	0.13752533275704615	0.13566094298507103	2.234613792865485	0.4521368847720231	0.32401575804314925	0.1974784305853525	0.2519959080315895	0.22650990333990806	0.17500788354196223	0.00389271144352805	0.0020239655904365473	0.004259664355140154	0.5285672418725448	-0.06073436957340694	3.978859028123246E-9	-4.6059816868921776E-10	-4.6059816868921776E-10	1.740875053531622E-9	0.17500849488770814	2.5926922210359687E8	6.859707056869812E7	6.859707056869812E7	5.925730758153168E8	265892.679170789	0.6320639648735584	3.000066749113857E-8	1.3126228714178635E-8	-3.4729183437268917E-9	-21772.747516763153	-1059.6634733096073	-1993.112053371957	-102.88320739583726
1300000	-25112.753253828578	-1375.9675287296463	-23736.785725098933	0.8456218385765807	2018.6776658326562	8.193173538684443	0.24047971568504908	0.00794637872862558	1.7204572353530203	1.6206296189531562	0.4509923409194785	1.2787079854518872	-0.22231244817102933	-1.2915543192982175	-3.2908512975926376	-1.071778710917258	3.833032639638154	2.718578833659757	1.8053771026992624	0.8481210374101479	1.9059330091498716	2.111610212875485	2.221484865734343	1.712799647391542	1.110456914736479	-1.8245131625160824	-1.654654253991055	-2.6747850588791224	-4.89157548882557	-4.774634313455447	-1.6674655990587444	1.0	0.46851408525742233	2.611994459566164	0.18066182619152843	0.053766004847531315	2.3531403209953083	0.33192330314204765	0.3238604730751426	0.19368611146336964	0.25508059321450155	0.22737282224698552	0.0950650082368664	0.004536873320199119	0.0054062940414955065	0.003885931068806938	0.9911215890120477	-0.11151330638911733	2.5773041942083397E-9	3.76604358390865E-11	3.76604358390865E-11	1.5340347078266613E-9	-0.018940215175895676	3.8814155610096145E8	-9528845.791718014	-9528845.791718012	6.521096656951228E8	265313.5333507905	0.6898392438758368	2.11163005251282E-8	1.2568612575588921E-8	3.085584863721268E-10	-21737.535270792425	-1059.6634733096073	-1999.250454306508	-132.264640275153
1400000	-25121.919837467034	-1389.6735233535135	-23732.24631411352	0.7864546786598445	2018.736832992573	8.649283700143625	0.15569479747227472	7.49738123225052	5.53079691092429	1.5912046875983117	0.47743929847248473	0.4877217328360258	0.9721029281901674	-1.321012589696769	-2.7709049647756165	-2.218184034521978	-0.7069478983412214	-1.502005966939831	1.4377386339583966	3.9850247541931996	4.863163728730059	5.950162860374927	6.650461419489839	3.7468051456660567	-1.6211299575231923	-4.137709996538258	-6.741919115075875	-7.2477571827895	-6.09433253616426	-3.6953816027623185	-1.833680915055416	1.0	0.42336419912942935	2.5545999468185316	0.18434110463041	0.043487635556528605	2.439185950865635	0.35502116299946546	0.3245739556236799	0.19575799743116945	0.25002577654235963	0.22964227040279034	0.007997542840174487	0.004401709518835312	0.0039682291726147794	0.0035550733086434053	0.8309277990974466	-0.09707584755904945	2.6685245037375933E-9	-4.182755128458464E-10	-4.182755128458464E-10	2.3712377001753824E-9	0.16627972487195852	3.853946806120985E8	6.798186350915551E7	6.79818635091555E7	4.3371238098459834E8	233139.3636285653	0.4374737524953026	2.3080825493611422E-8	2.0509507589292992E-8	-3.6177835754267948E-9	-21749.990141983148	-1059.6634733096073	-1982.2561721303734	-132.4428513806634
1500000	-25084.43142442392	-1355.0607416915975	-23729.370682732322	0.6587225250886247	2018.864565146144	7.540220684177548	0.5116479486288924	1.6290351161240821	1.7788362007174416	0.5878736632195921	0.8817780893645751	0.758574334019795	-0.18753127353127103	-2.924360111570047	-3.494630174620139	-3.895354645377625	-3.91265044873427	0.23870531623534008	-1.946982236292171	-1.5543401128940804	-2.7879818739065403	-2.5632830366951955	-4.578304814475746	-6.182249003051803	-5.290050694564191	-4.688563947557107	-4.358516846790625	-5.440448967946651	-4.872302753096164	-4.778590170337779	-5.322886386637267	1.0	0.4253586607075144	2.5927350727992207	0.26169819940984473	0.05473745773917054	2.40454766881875	0.2609229405254974	0.32413190651635143	0.19944622285661417	0.2498176895832322	0.22660418104380164	0.0077790449641176014	0.004725079972612626	0.004541405134563525	0.00444070492428155	0.9107220737284051	-0.12425418901059865	2.5227843178533286E-9	-5.038477594142982E-10	-5.038477594142982E-10	2.562269450283296E-9	0.19817408926013833	4.1259111128560674E8	8.113241445099533E7	8.113241445099533E7	4.062329920539473E8	259590.6585963165	0.5433911878945153	1.9022350495196414E-8	1.9320077107462344E-8	-3.799123297212205E-9	-21745.59187821901	-1059.6634733096073	-1983.7788045133113	-101.88498675280205
1600000	-25066.871665022045	-1335.961264499084	-23730.91040052296	0.7021538487870259	2018.8211338224457	7.515160872385842	0.1827290591156394	8.460175318350249	4.876140631327344	2.4117313398776616	0.8439243103715914	0.9937306914331518	-1.4926267967915967	-0.5308755894251507	-3.158911650487284	-4.981641656821339	-3.157457640266495	-4.23292325927655	0.5816458522775234	-1.1468107258855837	-0.2684151881088819	0.5257025704555283	-1.1359536458061483	-4.756358508759555	-4.945241745844656	-3.544705285917204	-2.3112922384212817	-4.837319450216241	-7.042163448815157	-4.550490146799632	-4.340255333081808	1.0	0.47616883505740665	2.5613038503678256	0.2864975099575773	0.026775850993594242	2.3687379525637775	0.2805160010598193	0.32026523037150034	0.2008033327006163	0.2483260111923868	0.23060542573549606	0.0920217462359421	0.004976032017717029	0.0037344648765435524	0.004555278701068176	0.6506856093094069	-0.09130691383730324	3.3501891051951042E-9	-5.205359004926391E-11	-5.205359004926391E-11	3.072426690563876E-9	0.016224647195251015	2.9856920820935816E8	5058411.715141992	5058411.715141992	3.2556132634889466E8	267356.8808983561	0.5462446140016843	2.517721007845558E-8	2.3089780848199563E-8	-3.9119110320544115E-10	-21754.971049308777	-1059.6634733096073	-1975.9393512141844	-105.70997457651731
1700000	-25081.225113437053	-1339.9069402599675	-23741.318173177086	0.6387412278595895	2018.8845464433732	7.749643513459146	0.5171183513215671	2.4101009255787593	2.248145699166401	0.7131868992415513	0.4880847932095723	0.8422785337592349	-0.5158148760346031	-1.3634505382558488	-4.502583149387094	-4.93242057607025	-3.2099477290480647	-1.6196818414109508	-0.6919988535194945	0.47755337238373685	-0.16982922942190481	-0.15326695126506173	-2.3023339876378173	-2.168613706100227	-4.846147847024083	-5.3258453426608785	-5.771753739191788	-6.193674959902568	-6.856382378057359	-5.730654023752579	-4.767311259517353	1.0	0.5700756696703905	2.4961134131914426	0.18079334160364077	0.041055138761605034	2.4550761252722584	0.2568863115006625	0.32874659120682914	0.19650931647305034	0.24829750991675412	0.22644658240336615	0.08862908516533388	0.004866692203080214	0.0044416274941434875	0.0041683157562153695	0.7492232838129188	0.024152140887996235	5.101382399067441E-9	-1.2520473661231435E-9	-1.2520473661231435E-9	3.1922834549162983E-9	0.31026021972594425	2.1690486372669932E8	8.507238381669149E7	8.507238381669149E7	3.466216799712476E8	262141.0272867778	0.5603404327813032	3.953389501860765E-8	2.4739058769515042E-8	-9.702920749419828E-9	-21769.124480584618	-1059.6634733096073	-1972.1936925924688	-110.67572953334991
1800000	-25032.02628312121	-1319.04142498745	-23712.98485813376	0.7562055667604339	2018.7670821044724	7.8718916544514945	0.30240567271865665	1.4654241348728467	1.405108352786135	0.46092420730092576	0.6124181156681514	0.9442133854438478	-0.9268234771207242	-1.095341779762411	-1.4287532794374778	-3.8507695843917045	-1.4986667476196038	-0.3806939610788902	-0.5015890773253379	1.4213296363487538	2.932282752383107	1.7937605480770136	0.1960384051108206	-1.1589841379188028	-4.279618603214341	-4.165322266045898	-2.177440570837938	0.5209578547708578	1.856885822546225	-1.8061490225725048	-1.895539506270692	1.0	0.5160434683202916	2.504551183842289	0.14936446171803802	0.04795822061471876	2.5198190268495337	0.26226363865512825	0.32362791772412075	0.19966000266813444	0.2466477405582206	0.23006433904952397	0.05437202054832874	0.004388237277415775	0.004154680372309184	0.004133166545394994	0.7759944349829734	0.03956142853766004	3.894687435687127E-9	-9.820761583917587E-11	-9.820761583917587E-11	4.743437987380835E-9	0.02284873967050405	2.5689412927744743E8	5318707.660253342	5318707.660253342	2.109276731898657E8	263384.4565784694	0.5196949448226827	3.065855752168259E-8	3.733982990627139E-8	-7.73079711527987E-10	-21751.036588963772	-1059.6634733096073	-1961.94826916999	-112.16401038750891
1900000	-25073.910018855637	-1359.5155138544917	-23714.394505001146	0.7840505466063181	2018.7392371246265	8.513210521447235	1.1989115589176713	1.8137231483950857	2.302285129950861	2.5067315292836723	1.0703235887030478	0.38142088940731345	0.06138420092841515	-0.7382730899267121	-1.9358701317409495	-2.2649572110533667	-1.301567722079267	-1.923775456565029	-1.7523993338999226	-0.9439009325126133	0.5237130670099057	0.9956512893497451	1.200809755488473	0.5302113111875282	0.2828167559477688	-0.5428116854089549	-1.4738419012036275	-0.8298233188053776	0.14202521433837578	-0.47444406121137495	-1.5398674239685932	1.0	0.48121118232454413	2.48869443267437	0.1625432023904627	0.05093528295172333	2.5175573573646446	0.29905854229425216	0.3290948836555147	0.20022011907038886	0.2500899094074429	0.2205950878666537	0.04993355595523532	0.005034336741493106	0.006759065053219528	0.004115701325226235	1.1600162745267055	-0.04269540853004941	4.56181451189806E-9	-1.6162006209449358E-10	-1.6162006209449358E-10	3.938994497493921E-9	0.03812709978161744	2.1953014296729198E8	9007495.532314219	9007495.532314219	2.5424148031290668E8	236385.13572807814	0.5696622327183203	3.883568729958125E-8	3.353348939998801E-8	-1.375905613099798E-9	-21750.603560181888	-1059.6634733096073	-1963.7909448192604	-127.0627261771872
