proximity,human_mvt,transports,satscan
-0.001,0.00921,0.00577,0.00972
-0.00082,0.01679,0.01026,0.01695
-0.00057,0.00921,0.00414,0.00863
-0.00076,0.00743,0.00482,0.00793
-0.00105,0.01276,0.00727,0.01358
-0.00021,0.00348,0.00031,0.00328
-0.00086,0.00969,0.00931,0.01101
-0.00063,0.00854,0.00313,0.00844
-0.0012,0.01328,0.00852,0.01462
-0.00101,0.00969,0.00457,0.01014
-0.00075,0.00866,0.00517,0.00891
-0.00097,0.01262,0.01016,0.01398
-0.00101,0.0075,0.00729,0.00925
-0.00112,0.01539,0.00713,0.01532
-0.00023,0.00649,0.00317,0.00606
-0.00104,0.01372,0.0068,0.01429
-0.00121,0.01453,0.00575,0.01476
-0.00042,0.00915,0.00583,0.00916
-0.00069,0.00894,0.00764,0.01051
-0.00104,0.01415,0.00763,0.01397
-0.00047,0.00943,0.00549,0.00928
-0.00089,0.00976,0.00738,0.01002
-0.0012,0.01627,0.01169,0.01673
-0.00103,0.00985,0.00854,0.01088
-0.00127,0.01746,0.01179,0.01815
-0.00042,0.00544,0.00159,0.00529
-0.00051,0.00611,0.00509,0.00699
-0.00074,0.00572,0.00533,0.00691
-0.00084,0.00956,0.0061,0.01046
-0.00092,0.01044,0.00682,0.01069
-5e-04,0.00758,0.00693,0.00789
-0.00067,0.00684,0.00243,0.00683
-0.00112,0.0095,0.00612,0.01006
-0.00084,0.01323,0.00664,0.0131
-0.00117,0.015,0.00942,0.01596
-0.00089,0.00899,0.00576,0.01004
-0.001,0.01103,0.00766,0.0117
4e-05,0.00428,0.00304,0.0037
-0.00077,0.00924,0.00438,0.00924
-0.00046,0.00916,0.00427,0.00851
-0.00115,0.01411,0.00869,0.01497
-0.00046,0.00869,0.00357,0.00773
-0.00096,0.01852,0.01272,0.01864
-0.00114,0.01119,0.00803,0.01217
-0.00075,0.0082,0.00539,0.00895
-0.00078,0.01043,0.00705,0.01135
-8e-04,0.00755,0.00244,0.00722
-0.00037,0.00449,0.0024,0.00457
-0.00067,0.00522,0.00369,0.00585
-0.00083,0.01071,0.00413,0.01036
-0.00096,0.01124,0.00814,0.01164
-0.00027,0.00459,5e-04,0.00431
-0.00086,0.01481,0.00915,0.0145
-0.00021,0.01043,0.00677,0.00949
-0.00106,0.01163,0.00997,0.01216
-0.00122,0.01115,0.00683,0.01227
-0.00111,0.01309,0.00779,0.014
-0.00038,0.00617,0.00413,0.00629
-0.00053,0.00599,0.00414,0.00658
-0.00114,0.01456,0.00941,0.01549
-8e-05,0.00641,0.00424,0.00569
5e-05,0.00371,0.00246,0.00327
-0.00105,0.0072,0.00473,0.00829
-0.00107,0.01004,0.00821,0.0119
-0.00086,0.0079,0.00741,0.00942
-0.00116,0.01017,0.00727,0.01118
-0.00103,0.01254,0.00563,0.01289
-0.00137,0.01524,0.00637,0.01548
-0.00049,0.00783,0.00221,0.00765
-0.00072,0.00912,0.00759,0.00991
-0.00019,0.01333,0.00864,0.01154
-0.00104,0.01508,0.0095,0.01531
3e-05,0.00441,0.00335,0.0036
-0.00059,0.01124,0.00898,0.01132
-0.00086,0.0124,0.00607,0.01216
-0.00031,0.00552,0.00088,0.00526
-4e-04,0.00998,0.00513,0.00954
-0.00089,0.01414,0.00656,0.01387
-0.00074,0.01636,0.01024,0.01709
-0.00042,0.00466,0.00246,0.00451
-0.00066,0.01415,0.00859,0.01408
-8e-04,0.01379,0.00952,0.01397
-0.00075,0.01788,0.00928,0.01654
-0.00117,0.01144,0.00851,0.01266
-0.00052,0.01071,0.00604,0.01018
-0.00094,0.01581,0.01253,0.01714
-0.00095,0.01421,0.00768,0.0149
-0.00067,0.00904,0.00414,0.00916
-0.00065,0.00965,0.00567,0.01002
-0.00135,0.01698,0.01322,0.01786
-0.00092,0.01203,0.00955,0.01282
-0.00087,0.01077,0.00737,0.01165
-0.00088,0.00977,0.00757,0.01015
-0.00036,0.00941,0.00645,0.00872
-0.00101,0.01503,0.01115,0.01524
-5e-04,0.01016,0.00696,0.00922
-0.0011,0.0101,0.00929,0.01183
-6e-04,0.01218,0.00953,0.01243
-0.00128,0.01228,0.00868,0.01377
-0.00062,0.00882,0.00821,0.00933
-0.00083,0.01305,0.00756,0.0137
-0.00091,0.01298,0.00937,0.01371
-6e-04,0.01117,0.00646,0.01066
-0.00091,0.01095,0.00898,0.01222
-0.00084,0.00992,0.00576,0.01049
-0.00118,0.01425,0.00662,0.0148
-0.00021,0.00263,-0.00016,0.00233
-0.00065,0.01957,0.00918,0.0193
-0.00141,0.01748,0.01307,0.01823
-0.00062,0.00933,0.00651,0.00951
-0.00076,0.01692,0.00916,0.01681
-0.00026,0.00949,0.00637,0.00844
-0.00096,0.01843,0.01452,0.02003
-0.00039,0.00811,0.00684,0.00836
-0.00029,0.01181,0.00587,0.01153
-0.00104,0.01342,0.00889,0.01355
-0.00093,0.0119,0.0074,0.01246
-0.00053,0.01118,0.00802,0.0106
-0.00038,0.00953,0.00699,0.00862
-0.00088,0.01174,0.00763,0.01194
-0.00097,0.00935,0.00666,0.00978
-0.00142,0.01937,0.01191,0.02069
-0.00099,0.01353,0.00897,0.01403
5e-05,0.00409,0.00267,0.00346
4e-05,0.00439,0.00299,0.00405
-0.00091,0.01039,0.0076,0.01132
-0.00064,0.01584,0.01012,0.01641
-0.00077,0.01259,0.00907,0.01215
-0.00105,0.01432,0.00913,0.01503
-0.00121,0.0162,0.00959,0.01649
-6e-04,0.01519,0.01025,0.0145
-0.00062,0.01217,0.00959,0.01203
-0.00117,0.01876,0.01205,0.01945
-0.00078,0.01682,0.00976,0.01662
-0.00063,0.01489,0.00968,0.01388
-0.00061,0.01069,0.00782,0.01146
-0.00082,0.01111,0.00808,0.01162
-0.00109,0.01398,0.0074,0.01456
-0.0011,0.0159,0.0098,0.01589
-0.00126,0.00993,0.00574,0.01048
-7e-04,0.00812,0.00749,0.00834
-7e-04,0.01151,0.00822,0.01217
-0.00087,0.01241,0.00758,0.01241
-0.00035,0.01197,0.00706,0.01088
-0.00087,0.01368,0.00664,0.01332
-0.00086,0.01524,0.00931,0.01499
-0.00064,0.01074,0.008,0.01061
-0.0011,0.01503,0.01074,0.01591
-5e-05,0.00745,0.00579,0.00687
-0.00122,0.0108,0.01042,0.01279
-0.00134,0.01524,0.00989,0.01633
-0.00027,0.00649,0.00439,0.00597
-0.00017,0.00409,0.00039,0.00393
-0.00087,0.01095,0.0078,0.01136
-0.00082,0.00801,0.00464,0.00811
-0.00089,0.01319,0.0072,0.01334
-0.00142,0.01419,0.01059,0.01579
-0.00082,0.0137,0.01035,0.01357
-0.00083,0.01305,0.00888,0.01257
-0.0011,0.01946,0.01211,0.02015
-0.00072,0.01041,0.0088,0.01068
-8e-04,0.01337,0.0097,0.01312
-0.00049,0.01187,0.00782,0.01196
-0.00063,0.01566,0.00999,0.01512
-0.00051,0.00828,0.00393,0.00777
-0.00118,0.01739,0.00782,0.01729
-0.00096,0.01366,0.00762,0.01365
-0.00097,0.01235,0.0072,0.01289
-0.00145,0.01462,0.0085,0.01558
-0.00147,0.01838,0.00751,0.01837
-0.00119,0.01492,0.01046,0.01541
-0.00072,0.01091,0.0069,0.01103
-0.00105,0.0164,0.00995,0.01701
-0.00088,0.01258,0.00802,0.01346
-0.00092,0.01314,0.00741,0.01322
-0.00152,0.01622,0.00869,0.017
-0.00017,0.00103,0.00178,0.00181
-7e-04,0.00758,0.00228,0.00741
-0.00116,0.01053,0.00721,0.01184
-0.00037,0.00575,0.00123,0.00556
-0.00058,0.01668,0.0117,0.01777
-0.00037,0.01174,0.00651,0.01167
-0.00085,0.00827,0.00612,0.00882
-0.00102,0.01434,0.00879,0.01533
-0.00081,0.0086,0.00685,0.00955
-0.00149,0.01562,0.01003,0.01657
-0.00135,0.01449,0.00991,0.01537
-0.00032,0.0118,0.00816,0.01107
1e-05,0.00576,0.00446,0.00447
-0.00128,0.01593,0.01311,0.01756
-0.00141,0.02014,0.01324,0.02123
-0.00061,0.01116,0.00698,0.01117
-0.00093,0.01027,0.00731,0.01025
-0.00077,0.01245,0.00873,0.01289
-0.00098,0.02242,0.01368,0.02288
-0.00047,0.01024,0.00772,0.01057
-0.00072,0.01047,0.00931,0.01064
-0.00115,0.01576,0.00935,0.01559
-0.00115,0.01822,0.01381,0.02003
-0.00061,0.0095,0.00745,0.00984
-0.00081,0.01442,0.01119,0.0143
-0.00027,0.00391,7e-04,0.00374
-0.00014,0.01039,0.00829,0.00903
-1e-04,0.00991,0.00703,0.00918
-0.00032,0.01025,0.00495,0.0101
-0.00082,0.00913,0.00447,0.0089
-0.00034,0.00894,0.00622,0.00751
-0.00078,0.01226,0.00614,0.01189
-0.00029,0.00793,0.00586,0.00699
-0.00123,0.01346,0.00957,0.01463
-0.00106,0.01034,0.00849,0.01167
-0.00103,0.0172,0.01178,0.0182
-0.001,0.01335,0.01067,0.0142
-7e-04,0.011,0.00654,0.01115
-0.00122,0.01562,0.00976,0.01611
-0.00038,0.00747,0.00472,0.00678
-8e-04,0.01038,0.00624,0.01041
-0.00104,0.01491,0.00898,0.01557
-0.00016,0.00822,0.00566,0.00837
-0.00084,0.01428,0.0095,0.01421
-0.00106,0.01303,0.00757,0.01384
-0.00114,0.01699,0.00952,0.01669
-0.00126,0.01607,0.00961,0.01676
-0.00055,0.01004,0.00627,0.01002
-0.00073,0.01492,0.00819,0.01501
-0.0011,0.0144,0.01246,0.01616
-0.00016,0.01136,0.00825,0.00947
-0.00105,0.01153,0.00672,0.01262
-0.00045,0.0087,0.00475,0.00825
-0.00052,0.00967,0.00687,0.01052
-0.00145,0.01342,0.01068,0.01529
-0.00131,0.01585,0.00766,0.0164
-0.00062,0.00975,0.00502,0.00937
-0.00122,0.01673,0.00871,0.0167
-0.00013,0.00925,0.0062,0.00853
-8e-05,0.00822,0.00553,0.00762
-0.00088,0.01438,0.00906,0.0141
-0.00094,0.01131,0.00477,0.01131
-0.00083,0.00922,0.00366,0.00941
-0.00026,0.01007,0.00646,0.00885
-0.00106,0.01494,0.00654,0.01455
-0.00115,0.01794,0.01267,0.01935
-0.0012,0.0093,0.00828,0.01129
-0.00113,0.01373,0.01014,0.01499
-0.00122,0.01506,0.00995,0.01565
-0.00089,0.01195,0.00891,0.01201
-0.00109,0.01406,0.00985,0.01468
-0.00069,0.01061,0.00853,0.01183
-0.00041,0.00995,0.00797,0.01015
-0.00102,0.01124,0.00885,0.01204
-0.00043,0.00995,0.00619,0.00905
-0.00053,0.00787,0.00328,0.0078
-0.00078,0.00974,0.00568,0.00963
-0.00063,0.01626,0.00956,0.01573
-0.00082,0.0124,0.00786,0.01263
-7e-04,0.01246,0.00771,0.01256
-0.00048,0.01379,0.00731,0.0138
-0.00045,0.00779,0.00423,0.00743
-0.00133,0.01445,0.01177,0.01584
-3e-04,0.00846,0.00403,0.00865
-0.00047,0.0117,0.00756,0.01149
-0.00091,0.00867,0.00708,0.0097
-0.00103,0.0132,0.00938,0.01444
-0.00063,0.009,0.005,0.00889
5e-05,0.00397,0.00275,0.00297
-0.00062,0.0086,0.00693,0.00955
-0.00055,0.01078,0.00838,0.01139
-0.00039,0.00714,0.00583,0.00778
-0.00131,0.01218,0.00768,0.01355
-0.00075,0.00691,0.00477,0.00768
-0.00094,0.01545,0.01083,0.01587
-0.00111,0.01444,0.01037,0.01558
-0.00099,0.01062,0.00774,0.01141
-0.00102,0.01352,0.01071,0.01436
-0.00075,0.01333,0.00801,0.01237
-0.00077,0.01183,0.00752,0.01188
-0.00097,0.01605,0.01375,0.01666
-0.00115,0.01461,0.00573,0.0145
-0.00071,0.017,0.01036,0.01677
-6e-04,0.01332,0.00892,0.01243
-0.00026,0.01126,0.0076,0.00976
-0.00096,0.01221,0.00983,0.01239
-9e-04,0.0136,0.00886,0.01386
-0.00167,0.02144,0.01407,0.02319
-0.00072,0.01109,0.0064,0.01135
-0.00067,0.01425,0.00991,0.01285
-0.00093,0.01077,0.00598,0.01144
-0.00083,0.0162,0.00709,0.01558
-0.00062,0.01127,0.00812,0.01077
-0.00059,0.01029,0.00656,0.01016
-0.00099,0.01312,0.01013,0.0142
-0.00134,0.01658,0.01073,0.01763
-0.00017,0.01065,0.00706,0.00929
-0.00062,0.00896,0.00572,0.00888
-0.00046,0.00949,0.00653,0.00965
-9e-04,0.01134,0.00873,0.01259
-0.00076,0.0083,0.00606,0.00874
-0.00077,0.00735,0.00496,0.00768
-0.00071,0.00925,0.00585,0.00998
-7e-04,0.01188,0.00796,0.01266
-0.00149,0.0167,0.01088,0.01828
-7e-05,0.00811,0.00625,0.00689
-0.00088,0.01261,0.00689,0.01259
-0.00157,0.01328,0.00788,0.01457
-0.00096,0.01402,0.00933,0.0148
-0.00021,0.00971,0.00549,0.00987
-0.00018,0.00247,-0.00029,0.00218
-0.00105,0.01157,0.00873,0.01232
-1e-04,0.0085,0.00638,0.00774
-6e-04,0.01122,0.00675,0.01144
-0.00073,0.01091,0.00852,0.01126
-3e-04,0.00992,0.00833,0.01111
-0.00018,0.00727,0.00535,0.0072
-0.00057,0.01688,0.01193,0.0161
-0.00073,0.0082,0.00835,0.00942
-0.00112,0.01992,0.01296,0.02056
-9e-04,0.01578,0.01025,0.01628
-0.00101,0.0104,0.00815,0.01161
-0.00039,0.01215,0.00757,0.0126
-0.00098,0.01155,0.00944,0.01325
-0.00101,0.00833,0.00772,0.00992
-0.00041,0.00898,0.00561,0.00867
-0.00101,0.01082,0.0091,0.01249
-0.00075,0.01609,0.01067,0.0152
-7e-04,0.00735,0.00515,0.00786
-0.00029,0.01081,0.00767,0.01038
-0.00105,0.01296,0.00956,0.01517
-0.00053,0.01058,0.00603,0.01012
-0.00066,0.01518,0.00999,0.01403
-0.00149,0.01964,0.01415,0.02101
-0.00087,0.0171,0.01019,0.01668
-0.00043,0.00443,0.00284,0.00447
-0.00072,0.01197,0.00766,0.01256
-0.00119,0.01316,0.00692,0.01416
-0.00126,0.01292,0.00868,0.01445
-0.00077,0.01478,0.01083,0.01458
-0.00097,0.01283,0.01032,0.01381
-0.00085,0.01096,0.00715,0.01149
-0.00043,0.01334,0.00865,0.0125
-0.00112,0.01229,0.00685,0.01307
-0.00055,0.01001,0.00662,0.0099
-0.00032,0.00648,0.00494,0.00632
-0.00105,0.01502,0.00894,0.01536
-0.00053,0.01348,0.0092,0.01304
-0.00054,0.00709,0.00358,0.0073
-0.00057,0.00739,0.0043,0.00735
-5e-04,0.01133,0.00728,0.01062
-0.00096,0.01603,0.0105,0.01644
-0.00036,0.01133,0.00742,0.01051
-0.00046,0.00838,0.00575,0.00918
-0.00018,0.01073,0.00705,0.01043
-0.00153,0.01814,0.01331,0.01992
-0.00057,0.01036,0.00721,0.01017
-0.00075,0.00663,0.00452,0.00772
-0.00017,0.01284,0.00853,0.01134
-0.00011,0.00174,-0.00041,0.00151
-0.00092,0.01932,0.01005,0.01837
-0.00066,0.01176,0.0093,0.01279
-0.00081,0.01064,0.00731,0.01103
-0.00072,0.0071,0.00617,0.00815
-0.00031,0.00646,0.00511,0.00578
-0.00066,0.00869,0.00751,0.00926
-0.00077,0.00974,0.00789,0.00988
-0.00055,0.00972,0.00568,0.00973
-0.00063,0.01329,0.0069,0.01295
-0.00051,0.01263,0.00725,0.01265
-0.00045,0.01041,0.00679,0.01096
-0.00017,0.00843,0.00603,0.0087
-0.00033,0.01223,0.00793,0.01191
-0.00072,0.0116,0.00495,0.01156
-0.00083,0.00984,0.00745,0.01078
-0.00033,0.01214,0.00847,0.01035
-0.00063,0.0126,0.00711,0.01206
-4e-04,0.00724,0.00213,0.00711
-0.00051,0.01098,0.00778,0.01133
-0.00079,0.00901,0.00508,0.00929
-0.00037,0.00977,0.0055,0.00919
-0.00074,0.00754,0.00592,0.00885
-0.00103,0.01394,0.00695,0.01365
-0.00052,0.01272,0.00832,0.01339
-0.00067,0.01297,0.0061,0.01303
-0.00063,0.01267,0.00871,0.01336
-0.00062,0.01599,0.01261,0.0163
5e-05,0.00833,0.00579,0.00712
-0.00079,0.00901,0.0074,0.01006
-0.00123,0.01101,0.00607,0.01164
-0.00085,0.01259,0.00829,0.01243
-0.00108,0.01219,0.00795,0.01291
-0.0011,0.01141,0.01067,0.01326
-0.0011,0.01509,0.00935,0.01563
-0.00138,0.01998,0.00992,0.01968
-0.00069,0.0109,0.00735,0.01142
-0.00079,0.01516,0.00881,0.01503
-0.00087,0.01224,0.00789,0.01243
-0.00018,0.01229,0.00862,0.00956
-0.00067,0.01751,0.01282,0.01771
-9e-04,0.01847,0.012,0.01954
-0.00149,0.01678,0.01181,0.01851
-0.00055,0.01054,0.00727,0.01003
-0.00092,0.01627,0.01175,0.01678
-0.00076,0.00958,0.00616,0.00986
-0.00084,0.01481,0.00935,0.01512
-0.00077,0.0112,0.0078,0.0116
-0.00114,0.01441,0.00846,0.01491
-0.00062,0.01166,0.00806,0.01144
-0.00014,0.01077,0.0074,0.00973
-0.00064,0.01505,0.00908,0.01462
-0.00121,0.0133,0.00969,0.01445
-0.00068,0.00815,0.0063,0.00864
-0.00026,0.00416,0.00063,0.00396
-0.00092,0.0139,0.01012,0.01362
-0.00065,0.01289,0.00763,0.01246
-0.00037,0.00881,0.00557,0.00849
-0.00062,0.01106,0.00815,0.01093
-0.00177,0.02559,0.01332,0.02602
-0.00033,0.01384,0.00858,0.01319
-1e-05,0.00489,0.00409,0.00349
-0.00064,0.00795,0.00443,0.00814
-5e-04,0.01118,0.00798,0.01053
-0.00015,0.00217,-0.00037,0.00191
-0.0018,0.01625,0.01029,0.01782
-9e-04,0.00798,0.00683,0.00952
-0.00085,0.01305,0.00948,0.01346
-0.00057,0.01437,0.01044,0.01415
-0.00075,0.01034,0.00647,0.01022
-0.00066,0.00567,0.00389,0.00589
-0.00072,0.01021,0.00808,0.01011
-3e-05,0.0088,0.00473,0.00749
-0.00087,0.0109,0.00705,0.01075
-0.00124,0.00842,0.00591,0.00946
-0.00055,0.01274,0.00743,0.01235
-0.00082,0.00994,0.00628,0.01046
-5e-04,0.00714,0.00588,0.00737
-0.00056,0.0079,0.00606,0.00837
-0.00045,0.00635,0.00425,0.00656
-0.00055,0.01008,0.00751,0.00965
-0.00087,0.00846,0.00611,0.00908
-0.00082,0.01254,0.00721,0.01291
-0.00042,0.00935,0.00585,0.00944
-0.00118,0.0169,0.01147,0.01742
-0.00094,0.01293,0.00712,0.01324
-0.00066,0.00779,0.00322,0.0077
-0.00059,0.00949,0.00616,0.01015
-0.00074,0.01272,0.00744,0.01197
-0.00105,0.00837,0.00567,0.00895
-0.00059,0.01196,0.00892,0.01197
-0.00115,0.01431,0.00864,0.01492
-0.00048,0.00999,0.00761,0.01057
-0.00059,0.01015,0.0071,0.01
-0.00084,0.01494,0.01085,0.0156
-0.00068,0.0104,0.00415,0.01056
-0.00085,0.01493,0.01063,0.01531
-0.00081,0.00856,0.00519,0.00919
-0.00126,0.01422,0.00922,0.01489
-0.00071,0.01024,0.00716,0.01132
-0.00075,0.00977,0.00436,0.01012
-0.00067,0.00963,0.00766,0.0102
-0.00081,0.01573,0.01238,0.01758
-0.00085,0.01467,0.00937,0.01424
-7e-04,0.00884,0.00446,0.00884
-0.00087,0.00838,0.00602,0.0089
-0.00048,0.01232,0.00552,0.0112
-0.00076,0.01098,0.0072,0.01087
-0.00078,0.01179,0.00556,0.01227
-0.00026,0.00596,0.00425,0.00664
-0.00035,0.01093,0.00731,0.01102
-0.00041,0.00391,0.00259,0.00437
-0.00073,0.01128,0.00696,0.01075
-0.00082,0.01223,0.00841,0.01197
-0.00089,0.00929,0.00787,0.01112
-7e-04,0.00869,0.0058,0.00892
-0.00061,0.00989,0.00627,0.00986
-0.00073,0.01122,0.00741,0.01117
-0.00052,0.00634,0.00444,0.00611
-0.00019,0.00826,0.00595,0.00698
-0.00107,0.00985,0.00673,0.01078
-0.00052,0.01378,0.00784,0.01372
-0.00136,0.01927,0.01096,0.02052
-0.00096,0.01291,0.00844,0.01351
-0.00057,0.01153,0.00581,0.011
-8e-04,0.00985,0.0066,0.01012
-0.00045,0.00693,0.00243,0.00695
-0.00087,0.01414,0.01119,0.01571
-0.00061,0.00959,0.007,0.00981
-0.00111,0.01337,0.00529,0.01361
-0.00108,0.00871,0.00541,0.00961
-7e-04,0.00939,0.0078,0.01
-0.00065,0.01293,0.00972,0.01325
-0.00043,0.0074,0.00646,0.00779
-0.00064,0.01316,0.0091,0.01284
-0.00157,0.01423,0.01151,0.01662
-0.00043,0.00878,0.00668,0.00881
-0.00079,0.01176,0.00621,0.01171
-0.00068,0.01088,0.00757,0.01169
-0.00019,0.00289,-1e-04,0.00264
-0.0012,0.01194,0.00858,0.01345
-0.00104,0.01234,0.00885,0.01323
-0.00039,0.0063,0.00567,0.00694
-0.001,0.01021,0.00889,0.01165
-0.00048,0.00347,0.00309,0.00419
-0.00137,0.01432,0.00867,0.01526
-0.00119,0.00876,0.00624,0.01008
-0.00058,0.00605,0.00444,0.00656
-0.00077,0.01107,0.00683,0.01144
-0.00029,0.0073,0.00504,0.00669
-0.00139,0.01587,0.01124,0.01763
-0.00091,0.00793,0.00662,0.00943
-0.00101,0.00857,0.00571,0.00988
-8e-05,0.00874,0.00567,0.00868
-0.00068,0.00595,0.00319,0.00645
-0.00077,0.00922,0.00638,0.00983
-0.00058,0.00698,0.00052,0.00636
-0.00028,0.00675,0.00298,0.00686
-0.00145,0.01564,0.00921,0.01631
-0.00049,0.0134,0.00833,0.01336
-0.00061,0.00716,0.00604,0.00774
-0.00108,0.01223,0.00854,0.01317
-0.00059,0.00915,0.00678,0.00987
-0.00097,0.01494,0.00936,0.01582
-0.00082,0.01456,0.00781,0.01407
-0.00027,0.01144,0.00783,0.01118
-0.00048,0.01366,0.00821,0.01398
-0.00077,0.01584,0.00954,0.01478
-0.00055,0.00663,0.0044,0.00713
-0.00054,0.0054,0.00492,0.00601
-0.0012,0.00958,0.00646,0.01054
-0.00091,0.00746,0.00697,0.00908
-0.00033,0.00377,0.00036,0.00348
-0.00085,0.01044,0.00566,0.01098
-0.00016,0.00208,-0.00031,0.00181
-0.00101,0.00727,0.00735,0.00932
-0.00066,0.00703,0.00468,0.00732
-0.00082,0.01242,0.00883,0.01256
-0.00098,0.00958,0.00545,0.01038
-0.00029,0.00731,0.00605,0.00708
-0.00105,0.01024,0.00741,0.01135
-0.00068,0.0089,0.00557,0.00952
-0.00066,0.01216,0.00688,0.0117
-0.00071,0.01042,0.00719,0.0115
-0.0011,0.01644,0.01125,0.01688
-0.00066,0.00562,0.00465,0.00601
-0.00067,0.01044,0.00603,0.01048
-6e-04,0.00984,0.00678,0.00931
-0.00114,0.01429,0.00846,0.0144
-0.00076,0.00888,0.00619,0.00858
-0.00114,0.01235,0.00895,0.0135
-0.00048,0.01046,0.00696,0.01027
-0.00091,0.01208,0.00801,0.01215
-0.00107,0.00904,0.00708,0.01022
-0.00141,0.01811,0.01045,0.019
-0.00047,0.00847,0.00635,0.009
-0.00139,0.01346,0.00911,0.01526
-0.00025,0.00513,0.00449,0.00547
-0.00075,0.01157,0.00703,0.01174
-0.00089,0.013,0.01013,0.01379
-0.00045,0.00685,0.00373,0.00644
-0.00108,0.0147,0.00562,0.0141
-0.00102,0.01118,0.00535,0.01121
-2e-05,0.00599,0.0045,0.00504
-0.00033,0.00623,0.00258,0.00607
-0.00056,0.0098,0.00649,0.00932
-0.00069,0.00791,0.00597,0.00857
