proximity,human_mvt,transports,satscan
-0.00325,0.08977,0.05695,0.15683
-0.00523,0.08643,0.07416,0.19899
-0.00506,0.14869,0.06913,0.23188
-0.00898,0.14006,0.11898,0.22894
-0.00048,0.10683,0.02342,0.15181
-0.00594,0.17466,0.12075,0.23829
0.00092,0.16132,0.10891,0.16387
-0.01268,0.13953,0.14403,0.22215
-0.00381,0.12789,0.09629,0.29388
-0.00342,0.14613,0.10463,0.28602
-0.00338,0.10776,0.08286,0.16263
-0.00326,0.09726,0.08054,0.1913
-0.00471,0.15686,0.11995,0.28333
0.00211,0.12953,0.08747,0.12173
0.00709,0.10153,0.06703,0.0878
-0.00261,0.09599,0.0783,0.27508
-0.00448,0.11854,0.11726,0.27071
-0.00724,0.10561,0.12107,0.22246
-0.00796,0.12419,0.10689,0.25781
-0.00179,0.14649,0.08211,0.28572
-0.0028,0.16065,0.08567,0.32199
0.00013,0.12588,0.04792,0.21148
-0.00647,0.12199,0.12184,0.20814
0.00173,0.19157,0.12367,0.17002
-0.00622,0.16825,0.12209,0.26111
0.00549,0.10973,0.08525,0.08644
-0.0052,0.14493,0.13535,0.19993
-0.00537,0.15935,0.08945,0.23778
0.00048,0.11313,0.02983,0.17067
-0.0014,0.15317,0.08483,0.18753
-0.00396,0.1718,0.09164,0.25349
0.00083,0.17466,0.12628,0.27496
-0.00663,0.09638,0.05831,0.14572
-0.00214,0.1704,0.11591,0.23599
-0.00492,0.162,0.12824,0.23653
-0.00458,0.21254,0.1151,0.2359
-0.00734,0.13256,0.11843,0.26519
-0.00403,0.15626,0.09531,0.19242
-0.00341,0.1632,0.15384,0.27063
-0.00096,0.15788,0.10189,0.28512
-0.00215,0.12906,0.07153,0.22626
-0.00256,0.13176,0.09071,0.22354
-0.01,0.17042,0.15704,0.2776
-0.00737,0.1423,0.13438,0.23571
-0.00414,0.13282,0.10806,0.24669
-0.01005,0.1296,0.11865,0.20988
-0.00363,0.14626,0.10848,0.16393
-0.00835,0.16655,0.14352,0.24534
-0.00743,0.15279,0.11279,0.16823
-0.0089,0.12042,0.13527,0.24717
-0.00379,0.15044,0.13729,0.21279
-0.00543,0.13512,0.11538,0.29138
-0.00818,0.12094,0.13872,0.18397
-0.00127,0.15212,0.10392,0.26478
-0.00536,0.15007,0.12737,0.2482
-0.00519,0.15737,0.09932,0.19911
-0.00587,0.13111,0.12928,0.24187
-0.00345,0.12852,0.08958,0.24547
-0.00142,0.15424,0.0895,0.30948
0.00048,0.07357,0.00891,0.13755
0.00271,0.20998,0.10959,0.28026
-0.01025,0.17424,0.1533,0.2826
-0.00545,0.13151,0.10602,0.19881
-9e-04,0.18853,0.11446,0.26376
-0.00205,0.15405,0.10772,0.15241
-0.00163,0.17696,0.16551,0.29049
-0.00319,0.12078,0.12131,0.17114
0.00335,0.16664,0.08972,0.20666
-0.00858,0.15793,0.12065,0.24343
-0.00474,0.1439,0.10537,0.25172
-0.00576,0.15379,0.12302,0.18614
-0.00529,0.14686,0.11787,0.15758
-0.00682,0.14733,0.1106,0.23098
-0.0099,0.12485,0.10533,0.22117
-0.00299,0.18066,0.13212,0.33337
-0.00599,0.15548,0.12022,0.25487
0.00711,0.11134,0.06916,0.08686
0.00684,0.10526,0.07459,0.10242
-0.00577,0.12924,0.11267,0.24116
0.00119,0.17386,0.12732,0.26226
-0.00871,0.15929,0.12982,0.20741
-0.00454,0.15826,0.1185,0.27227
-0.00644,0.17307,0.11899,0.28094
-0.00336,0.18179,0.1348,0.21926
-0.00569,0.15304,0.13976,0.20264
-0.00402,0.1852,0.13801,0.297
-0.00222,0.18773,0.12156,0.25677
-0.00516,0.18437,0.12927,0.21154
-0.00194,0.13586,0.11696,0.2253
-0.00635,0.13946,0.11901,0.22652
-0.0028,0.15542,0.099,0.28828
-0.00724,0.17551,0.12345,0.26216
-0.00763,0.12295,0.0874,0.26969
-0.01197,0.11699,0.13224,0.17366
-0.00307,0.14245,0.119,0.23124
-0.00645,0.15478,0.10813,0.23308
-0.00141,0.17553,0.10624,0.17997
-0.00508,0.17041,0.09372,0.24288
-0.00534,0.17677,0.12105,0.24393
-0.00674,0.14421,0.12333,0.19607
-0.00601,0.16102,0.13527,0.27034
0.00414,0.12958,0.11168,0.13424
-0.01034,0.12375,0.14665,0.25395
-0.00576,0.15793,0.12224,0.29929
-0.00378,0.12214,0.08905,0.13567
0.00337,0.09448,0.02119,0.15675
-0.00747,0.13878,0.11577,0.2257
-0.00792,0.11863,0.08119,0.20881
-0.00395,0.15842,0.10039,0.25338
-0.00744,0.14735,0.13206,0.29672
-0.00783,0.16227,0.14112,0.22167
-0.00897,0.16337,0.12474,0.21475
-0.00234,0.19001,0.13683,0.30183
-0.00848,0.13555,0.13663,0.19846
-0.0077,0.16222,0.13419,0.2183
-0.00075,0.15379,0.11461,0.21422
-0.00251,0.18453,0.12916,0.22967
-0.00559,0.13966,0.07217,0.17463
-0.00367,0.18527,0.0986,0.29673
-0.00571,0.16314,0.10445,0.25074
-0.00415,0.14662,0.10128,0.26179
-0.00539,0.15237,0.10767,0.31304
-0.00372,0.18432,0.09354,0.32912
-0.00885,0.16267,0.13323,0.26313
-0.00503,0.14402,0.10456,0.21887
-0.00318,0.17279,0.12217,0.28476
-0.00235,0.14608,0.11026,0.26355
-0.00514,0.15874,0.10319,0.24856
-0.00481,0.16305,0.10655,0.32579
-0.00324,0.03333,0.07186,0.09803
-0.00171,0.11508,0.04866,0.23151
-0.00467,0.12375,0.10293,0.28016
0.00087,0.10715,0.03514,0.18822
0.00319,0.17417,0.14194,0.27153
0.00208,0.15937,0.09779,0.21255
-0.00855,0.11594,0.1021,0.21096
-0.00213,0.15557,0.11341,0.28671
-0.00649,0.11564,0.11063,0.21999
-0.00773,0.16026,0.12261,0.30259
-0.00851,0.15506,0.12583,0.28179
-0.00029,0.16341,0.12283,0.18323
0.00445,0.12746,0.0999,0.0935
-0.00769,0.15964,0.15781,0.28399
-0.00499,0.18748,0.14468,0.31977
-0.00335,0.14891,0.10534,0.21338
-0.0116,0.13718,0.11318,0.20866
-0.00443,0.15053,0.12257,0.23387
1e-05,0.20978,0.14559,0.30928
-0.00184,0.13777,0.12081,0.20003
-0.00971,0.13542,0.14584,0.19255
-0.00835,0.17618,0.11888,0.26072
-0.00276,0.17327,0.15618,0.30553
-0.00559,0.13015,0.12,0.19687
-0.00747,0.16604,0.14922,0.22456
0.00037,0.08819,0.02654,0.15797
0.00127,0.15596,0.13715,0.1476
0.00403,0.15252,0.11639,0.15952
0.00217,0.15215,0.08126,0.20062
-0.00774,0.13409,0.07638,0.21082
-0.00718,0.15261,0.10905,0.13835
-0.00535,0.16169,0.09114,0.22684
-0.00493,0.13639,0.10891,0.13786
-0.00674,0.14684,0.12455,0.27884
-0.00786,0.12474,0.12355,0.24809
-0.00283,0.17421,0.13955,0.2875
-0.00773,0.15029,0.1428,0.24609
-0.00385,0.14497,0.09907,0.22421
-0.00674,0.16722,0.12202,0.27944
-0.00647,0.13305,0.0893,0.14666
-0.00676,0.14015,0.09706,0.21849
-0.00349,0.1626,0.11511,0.27931
0.00384,0.12877,0.10006,0.17253
-0.00584,0.16773,0.12665,0.2363
-0.00316,0.14718,0.10263,0.28206
-0.00728,0.18588,0.11777,0.26835
-0.00525,0.16757,0.11823,0.29516
-0.00345,0.14149,0.09989,0.20154
-0.00103,0.17348,0.10827,0.2555
-0.00631,0.15034,0.15747,0.26942
0.00068,0.17402,0.12947,0.14772
-0.00152,0.1325,0.0948,0.29063
-0.00413,0.14134,0.0834,0.17459
-1e-04,0.12815,0.10753,0.22131
-0.00813,0.14061,0.135,0.29505
-0.00265,0.1644,0.09762,0.31738
-0.00552,0.14559,0.08342,0.19717
-0.00601,0.18009,0.10878,0.28457
0.00286,0.14978,0.10593,0.15524
0.00416,0.14111,0.10028,0.1462
-0.00675,0.171,0.12104,0.23565
-0.00351,0.1438,0.07496,0.2588
-0.00092,0.12292,0.06394,0.2605
-0.00182,0.16273,0.10608,0.15451
-0.00565,0.17644,0.08991,0.26475
-0.003,0.17442,0.14538,0.30286
-0.00712,0.11155,0.12045,0.268
-0.00585,0.14902,0.13117,0.27406
-0.00752,0.16247,0.12583,0.27443
-0.00966,0.14867,0.12856,0.21781
-0.00738,0.1568,0.12882,0.25941
-0.00257,0.13062,0.12583,0.23328
-0.00188,0.1364,0.1278,0.18798
-0.0091,0.13585,0.12755,0.23589
-0.00529,0.15536,0.10159,0.16769
-0.00193,0.1251,0.0626,0.20189
-0.00747,0.13754,0.09182,0.20883
-0.00148,0.19002,0.12185,0.23846
-0.00499,0.15245,0.11138,0.23643
-0.00332,0.15616,0.11001,0.2296
0.002,0.1711,0.10151,0.23784
-0.00471,0.13173,0.07835,0.16967
-0.00959,0.15154,0.14812,0.2743
0.00311,0.13056,0.07224,0.2011
-0.00149,0.15673,0.11259,0.20387
-0.00796,0.11475,0.11294,0.22492
-0.0041,0.14629,0.12375,0.27262
-0.00525,0.13416,0.08488,0.19887
0.0075,0.1176,0.07249,0.0726
-0.00369,0.11726,0.1134,0.21099
-0.00223,0.13815,0.12641,0.21278
-0.0017,0.10966,0.10687,0.17919
-0.00351,0.13319,0.10287,0.30779
-0.00457,0.10145,0.08468,0.21966
-0.00524,0.16888,0.13696,0.25656
-0.00527,0.15488,0.13187,0.27579
-0.00754,0.1316,0.11402,0.23996
-0.00777,0.15136,0.14245,0.24812
-0.00841,0.17507,0.11306,0.20668
-0.00552,0.15099,0.10962,0.22444
-0.00787,0.16765,0.17216,0.24641
-0.00334,0.16561,0.08107,0.29156
-0.00146,0.18919,0.12809,0.25197
-0.00576,0.17283,0.12577,0.20012
-0.00172,0.17177,0.11842,0.1585
-0.01121,0.14762,0.14031,0.21876
-0.00553,0.1593,0.11972,0.24587
-0.0043,0.18749,0.14661,0.35314
-0.00299,0.14391,0.09635,0.23247
-0.00858,0.18145,0.13598,0.19611
-0.00261,0.13244,0.08941,0.26479
-0.00301,0.19338,0.09439,0.25443
-0.0073,0.15251,0.12338,0.19138
-0.00472,0.14393,0.10344,0.20015
-0.00601,0.14733,0.1354,0.25527
-0.00556,0.16703,0.1281,0.30346
0.00124,0.16842,0.11316,0.15389
-0.00635,0.13241,0.09614,0.1918
-0.00214,0.1352,0.10626,0.19437
-0.00449,0.13423,0.1235,0.25028
-0.00775,0.11843,0.10208,0.20355
-0.00803,0.11083,0.08846,0.20034
-0.00234,0.1233,0.09313,0.23429
-0.0015,0.14417,0.11327,0.24355
-0.00439,0.16202,0.127,0.32745
0.00252,0.14239,0.11698,0.126
-0.00536,0.15691,0.09858,0.24201
-0.00435,0.13808,0.10161,0.3314
-0.00399,0.15649,0.12211,0.26543
0.00472,0.14268,0.09013,0.1975
0.00124,0.07175,0.00601,0.13503
-0.00883,0.13867,0.12416,0.2412
0.0027,0.14045,0.11471,0.14312
-0.0017,0.14717,0.10135,0.2235
-0.00681,0.1395,0.12807,0.21113
0.00349,0.12859,0.12961,0.21068
0.00153,0.12207,0.10135,0.15349
-0.00213,0.191,0.14926,0.22632
-0.0088,0.11042,0.14137,0.19634
-0.00316,0.19257,0.14455,0.29889
-0.0031,0.17129,0.1284,0.26658
-0.00691,0.12641,0.11899,0.24762
0.00316,0.15371,0.10922,0.22812
-0.00443,0.13197,0.13007,0.26263
-0.00863,0.10767,0.12172,0.23437
-0.00304,0.13918,0.0957,0.17682
-0.00567,0.12661,0.12881,0.25646
-0.00604,0.188,0.13648,0.22549
-0.00613,0.10966,0.0914,0.20211
0.00037,0.15296,0.12004,0.18061
-7e-05,0.13686,0.12226,0.30601
-0.00417,0.15357,0.09546,0.1939
-0.0061,0.18674,0.13227,0.21081
-0.00684,0.18207,0.15497,0.3156
-0.00455,0.19038,0.12584,0.25338
-0.0066,0.08911,0.06671,0.14675
-0.00205,0.14654,0.10935,0.24241
-0.00093,0.14244,0.09331,0.31395
-0.00367,0.13888,0.1131,0.30245
-0.00587,0.1708,0.14274,0.22772
-0.0071,0.14603,0.14015,0.24555
-0.00504,0.13799,0.10587,0.23753
-0.00171,0.17562,0.12213,0.19854
-0.0033,0.14054,0.09554,0.28646
-0.00429,0.14169,0.10571,0.19484
-0.00417,0.11339,0.09896,0.14601
-0.00501,0.16663,0.11521,0.27007
-0.00257,0.16918,0.12807,0.21035
-0.00202,0.11211,0.0681,0.20273
-0.00589,0.11941,0.07969,0.18315
-0.00455,0.16026,0.11129,0.18711
-0.00421,0.17318,0.13072,0.26595
-0.00194,0.16283,0.114,0.1796
0.00037,0.11858,0.09634,0.2122
0.00383,0.15458,0.11058,0.18353
-0.0064,0.17017,0.14903,0.32097
-0.00524,0.1441,0.11345,0.1931
-0.00118,0.09461,0.07923,0.24398
0.00255,0.1834,0.12446,0.17131
0.00163,0.06258,0.00024,0.11227
-0.00455,0.21221,0.11923,0.26149
-0.00221,0.14083,0.13241,0.23353
-0.00625,0.13736,0.11032,0.22409
-0.00649,0.10265,0.10815,0.20411
-0.00704,0.11844,0.10526,0.12758
-0.00755,0.12045,0.12559,0.19223
-0.01009,0.13181,0.12607,0.19494
-0.00297,0.13919,0.09225,0.20385
-0.0022,0.17087,0.0982,0.22801
0.00031,0.16173,0.10416,0.22597
0.00112,0.13843,0.10452,0.21871
0.00387,0.12827,0.10485,0.17706
0.00139,0.16352,0.11614,0.20067
-0.00153,0.15186,0.07734,0.24398
-0.00556,0.12576,0.11362,0.23143
-0.0037,0.17767,0.1274,0.16151
-0.00433,0.16783,0.10325,0.21202
0.00091,0.12251,0.04725,0.199
-0.00133,0.14357,0.11726,0.21154
-0.00502,0.12541,0.08402,0.22514
-0.00212,0.15292,0.09137,0.17653
-0.0028,0.10358,0.09831,0.23292
-0.00679,0.16816,0.09624,0.25267
0.00154,0.15328,0.116,0.24047
-0.00013,0.16198,0.08845,0.24875
-7e-04,0.15142,0.12098,0.24008
-0.00154,0.17343,0.15951,0.23883
0.00798,0.1522,0.10566,0.12689
-0.00607,0.11841,0.11714,0.22146
-0.00547,0.1308,0.08891,0.28139
-0.00769,0.1574,0.11765,0.22291
-0.00636,0.14275,0.11052,0.26099
-0.00865,0.12952,0.1485,0.25141
-0.00526,0.16453,0.11905,0.2752
-0.00642,0.20118,0.11482,0.30336
-0.00327,0.13953,0.10969,0.2273
-0.00321,0.17657,0.11513,0.24802
-0.00622,0.15122,0.11231,0.23423
-0.00155,0.19317,0.1296,0.14076
-0.00096,0.18458,0.15476,0.25233
0.00046,0.18253,0.13813,0.29758
-0.00553,0.16221,0.13683,0.32041
-0.0061,0.14954,0.11449,0.18478
-0.00445,0.17312,0.14489,0.26012
-0.00599,0.13091,0.09829,0.21645
-0.00325,0.16792,0.12156,0.25519
-0.00544,0.14189,0.11514,0.22528
-0.00535,0.15966,0.11043,0.27749
-0.00523,0.15338,0.11957,0.20435
0.00293,0.16332,0.11762,0.16151
-0.00247,0.18076,0.11984,0.23151
-0.00722,0.14618,0.12701,0.27324
-0.00695,0.11729,0.1075,0.19627
0.00066,0.09395,0.02534,0.15756
-0.00962,0.1646,0.13701,0.22433
-0.00419,0.16703,0.10884,0.21634
-0.00239,0.13843,0.09604,0.1728
-0.00597,0.14685,0.12393,0.19878
-0.00459,0.21889,0.13378,0.36358
0.00179,0.17946,0.11896,0.20624
0.00208,0.11633,0.10217,0.07844
-0.0042,0.1196,0.07861,0.20617
-0.00533,0.15516,0.1227,0.18359
0.0012,0.06978,0.00308,0.12337
-0.00615,0.15555,0.12014,0.34579
-0.00524,0.10523,0.10906,0.23967
-0.00595,0.15391,0.1301,0.23599
-0.00252,0.17048,0.1401,0.22021
-0.00736,0.14221,0.10122,0.20785
-0.00886,0.09685,0.07869,0.17677
-0.00958,0.13805,0.1275,0.19158
0.0047,0.17316,0.08347,0.13135
-0.00933,0.14506,0.10712,0.21296
-0.00764,0.10773,0.09223,0.26564
-0.00221,0.16728,0.10682,0.21394
-0.00485,0.13021,0.09731,0.23336
-0.00667,0.11215,0.10963,0.16792
-0.0049,0.11654,0.1057,0.18979
-0.00402,0.10706,0.08326,0.17194
-0.00699,0.14313,0.12084,0.1799
-0.0078,0.11651,0.10038,0.21877
-0.00287,0.15193,0.10186,0.2509
-0.00082,0.13646,0.09661,0.19466
-0.00674,0.17511,0.13806,0.27732
-0.00396,0.15381,0.09942,0.25973
-0.00376,0.12104,0.06147,0.21038
-0.00129,0.12783,0.09786,0.22379
-0.00759,0.16908,0.10739,0.20864
-0.00917,0.11365,0.09267,0.23294
-0.00422,0.1519,0.13017,0.20788
-0.0054,0.15778,0.11244,0.27868
-0.00133,0.13336,0.1192,0.20608
-0.00584,0.14181,0.11257,0.19295
-0.00347,0.16423,0.13897,0.25417
0.00038,0.13793,0.06909,0.25107
-0.0046,0.16649,0.13703,0.24868
-0.00379,0.11674,0.08556,0.23603
-0.00775,0.15585,0.11926,0.27625
-0.00143,0.12848,0.10717,0.24331
-0.00029,0.12879,0.07204,0.25464
-0.00572,0.12855,0.12134,0.20588
0.00024,0.16035,0.15068,0.28183
-0.00685,0.17446,0.12435,0.23185
-0.00473,0.12931,0.0767,0.21317
-0.00858,0.11702,0.0998,0.21403
-0.00359,0.1867,0.08451,0.18964
-0.00734,0.14644,0.10915,0.21022
0.00047,0.14352,0.08298,0.26933
0.00207,0.09955,0.08413,0.17807
0.00128,0.14864,0.11193,0.20152
-0.00239,0.07592,0.06105,0.16992
-0.00822,0.15528,0.1057,0.20089
-0.00849,0.15559,0.12126,0.21389
-0.00336,0.11435,0.11739,0.25453
-0.00661,0.1248,0.09702,0.20281
-0.00483,0.13945,0.10036,0.20132
-0.00643,0.1477,0.11114,0.21275
-0.00934,0.11168,0.08881,0.15314
-0.0023,0.14618,0.10901,0.13048
-0.00647,0.12287,0.10102,0.25477
0.00064,0.17072,0.10811,0.23264
-0.00124,0.18029,0.12298,0.34005
-0.0052,0.15049,0.11535,0.2553
-0.00356,0.1633,0.08951,0.20554
-0.00708,0.13267,0.10358,0.21621
0.00063,0.11371,0.05159,0.20592
-0.00218,0.15156,0.14332,0.26814
-0.00539,0.13288,0.11243,0.19865
-0.00087,0.15058,0.07722,0.30422
-0.00452,0.11141,0.08538,0.26747
-0.00698,0.12566,0.12501,0.20294
-0.00349,0.15518,0.13529,0.22405
-0.00451,0.11287,0.11876,0.16908
-0.00477,0.16432,0.12748,0.21348
-0.00689,0.14213,0.13902,0.31724
-0.00358,0.12963,0.11391,0.17745
-0.00448,0.15274,0.09258,0.233
-0.00199,0.13637,0.11183,0.23504
0.00111,0.07923,0.01066,0.13866
-0.00499,0.1333,0.11555,0.28566
-0.00658,0.14297,0.12156,0.25583
-0.00353,0.10108,0.11094,0.16581
-0.00776,0.12374,0.13076,0.24054
-0.00512,0.06811,0.07348,0.16392
-0.00581,0.15202,0.11079,0.30122
-0.00521,0.10887,0.09473,0.27648
-0.0056,0.09846,0.08627,0.18431
-0.00406,0.14164,0.10174,0.23374
-0.00389,0.12944,0.09647,0.14205
-0.00473,0.15695,0.13345,0.31455
-0.00507,0.10472,0.10593,0.24244
-0.00189,0.10772,0.08839,0.2781
0.00597,0.13836,0.09833,0.16957
-0.00152,0.09218,0.06262,0.22772
-0.00532,0.12425,0.10177,0.22164
-0.00504,0.13465,0.02568,0.18511
0.00212,0.11643,0.06067,0.18339
-0.00711,0.16271,0.11428,0.30189
0.00033,0.16685,0.11579,0.22459
-0.0072,0.10802,0.10949,0.18329
-0.00637,0.14126,0.1173,0.26193
-0.00286,0.12439,0.10895,0.21212
-0.00221,0.1615,0.11903,0.28056
-0.00504,0.17798,0.10569,0.23767
0.00211,0.15671,0.11865,0.19157
0.0022,0.16473,0.11227,0.24016
-0.0065,0.19153,0.12367,0.22387
-0.00342,0.10447,0.0825,0.19461
-0.00791,0.09099,0.10155,0.16433
-0.00723,0.11851,0.09713,0.26528
-0.00686,0.10062,0.11451,0.2299
0.00018,0.08362,0.02059,0.16795
-0.00238,0.13242,0.08681,0.25431
0.00134,0.06508,0.00416,0.12701
-0.00708,0.09631,0.11833,0.24203
-0.00677,0.1096,0.08605,0.19199
-0.0069,0.15248,0.12497,0.22486
-0.00267,0.12024,0.08448,0.2689
-0.00316,0.11984,0.11582,0.14741
-0.00627,0.12507,0.10884,0.25548
-0.00262,0.12189,0.09083,0.22674
-0.00496,0.16299,0.10149,0.21224
-0.0011,0.12986,0.10689,0.24545
-0.00645,0.17368,0.13766,0.26939
-0.01046,0.0944,0.09401,0.1695
-0.00417,0.14264,0.09431,0.21649
-0.00829,0.14392,0.11032,0.17983
-0.00782,0.1634,0.11199,0.26116
-0.01164,0.13157,0.10437,0.18369
-0.00654,0.14006,0.12125,0.26764
-0.003,0.14679,0.10929,0.19351
-0.008,0.15065,0.11491,0.22832
-0.00791,0.11499,0.10866,0.24573
-0.00412,0.17657,0.12122,0.3215
-0.0021,0.12204,0.10745,0.19422
-0.00329,0.13936,0.11486,0.32078
-0.00194,0.09368,0.09924,0.14139
-0.00429,0.14822,0.10363,0.22918
-0.00607,0.14944,0.13774,0.2419
-0.00639,0.12427,0.07364,0.15725
-0.00625,0.17812,0.08074,0.26279
-0.00602,0.14236,0.08218,0.25237
0.00375,0.12509,0.09772,0.1064
-0.00129,0.11746,0.0558,0.16539
-0.00685,0.14442,0.10575,0.18153
-0.0059,0.11335,0.10191,0.20504
-0.00321,0.13323,0.10011,0.23274
-0.00365,0.15927,0.06257,0.20045
-0.00657,0.15251,0.11474,0.21201
-0.00677,0.15312,0.11342,0.29047
