proximity,families,feed,hatcheries,rendac,veterinaries
0.47906,0.09955,0.03812,0.08283,0.0637,0.12044
0.22473,0.02071,-5e-05,0.01392,0.01349,0.07021
0.48364,0.176,0.06837,0.11725,0.02003,0.08069
0.37156,0.06339,0.03862,0.06796,0.10965,0.16939
0.4351,0.06498,0.02623,0.09924,0.08626,0.14171
0.30616,0.09323,0.09081,0.12406,0.0831,0.1257
0.47153,0.12205,0.05059,0.12986,0.0634,0.11415
0.43441,0.0951,0.06102,0.11701,0.07155,0.12136
0.3409,0.06497,0.00423,0.09883,0.11044,0.17229
0.40818,0.05242,0.08623,0.14596,0.12552,0.12989
0.43444,0.10441,0.03372,0.10416,0.08067,0.13008
0.44711,0.07937,0.06589,0.12102,0.14974,0.14256
0.3534,0.05236,0.01763,0.03776,0.08789,0.10442
0.30576,0.03709,0.00955,0.02964,0.04425,0.08027
0.35288,0.04265,0.01474,0.04567,0.05548,0.08814
0.40721,0.08345,0.05105,0.09493,0.17304,0.14344
0.40962,0.10568,0.06129,0.13826,0.0991,0.10669
0.37225,0.05538,0.01423,0.08027,0.1049,0.11985
0.3075,0.0599,0.04956,0.10011,0.17737,0.15579
0.38007,0.17016,0.03755,0.12756,0.06749,0.08633
0.40157,0.09638,0.03763,0.12677,0.14718,0.12376
0.33024,0.10483,0.04551,0.11236,0.10216,0.12104
0.38326,0.05655,0.02011,0.07261,0.09736,0.10582
0.41274,0.17175,0.0469,0.12563,0.049,0.06258
0.38003,0.01539,0.01349,0.05352,0.10607,0.11843
0.283,0.04964,0.01015,0.0823,0.14187,0.1025
0.43255,0.0751,0.04277,0.08456,0.06777,0.10684
0.41337,0.05928,0.05891,0.12002,0.15395,0.15433
0.40292,0.14607,0.07219,0.16633,0.09129,0.1214
0.4356,0.16254,0.09292,0.14876,0.12457,0.10952
0.40306,0.05184,0.01202,0.05011,0.04862,0.08585
0.37287,0.05381,0.01443,0.04596,0.04664,0.10407
0.18307,0.00289,-0.00505,-0.00071,0.00083,0.05239
0.46323,0.11345,0.03643,0.07281,0.05952,0.15802
0.43608,0.10044,0.0323,0.1163,0.14335,0.1556
0.38333,0.15964,0.03257,0.14674,0.04273,0.09288
0.50497,0.18397,0.10042,0.12975,0.07707,0.10819
0.43983,0.22257,0.08322,0.14664,0.03002,0.06994
0.41666,0.0735,0.08011,0.09992,0.18242,0.14671
0.49101,0.17973,0.07615,0.13946,0.05312,0.06661
0.3856,0.06919,0.01987,0.06034,0.04057,0.13557
0.38405,0.13038,0.02745,0.10601,0.11205,0.14337
0.41975,0.105,0.04963,0.0923,0.06588,0.10612
0.31724,0.10644,0.02877,0.0975,0.07739,0.10182
0.44434,0.16576,0.08685,0.15838,0.08134,0.12274
0.45669,0.14804,0.06261,0.11165,0.07277,0.10766
0.38534,0.05809,0.02679,0.06556,0.10927,0.13912
0.46418,0.06423,0.06545,0.10219,0.13198,0.14997
0.42421,0.04246,0.01677,0.08181,0.12508,0.14462
0.3639,0.08236,0.02445,0.06857,0.06375,0.11865
0.48391,0.09872,0.04881,0.12156,0.1061,0.14564
0.35228,0.05165,0.00207,0.06612,0.09113,0.10326
0.47651,0.0747,0.05912,0.08421,0.1207,0.14396
0.41831,0.11495,0.04735,0.13006,0.13328,0.15458
0.52299,0.16995,0.06673,0.12978,0.09657,0.15586
0.44207,0.097,0.04279,0.12148,0.08284,0.13073
0.45016,0.16275,0.047,0.13606,0.09278,0.09849
0.445,0.15413,0.06932,0.15341,0.10411,0.10573
0.44657,0.08222,0.03814,0.10401,0.12844,0.17654
0.46171,0.16556,0.06434,0.13607,0.07331,0.10846
0.37564,0.09034,0.04834,0.12496,0.13665,0.17998
0.49437,0.13965,0.0654,0.10955,0.091,0.0964
0.40853,0.09731,0.01292,0.11215,0.08986,0.14171
0.42737,0.07097,0.01484,0.05896,0.04564,0.10883
0.47741,0.17403,0.08867,0.15969,0.10346,0.13284
0.38596,0.05934,-0.01073,0.05668,0.05905,0.12856
0.24539,0.03489,-0.00248,0.06257,0.14089,0.12572
0.41515,0.12077,0.10598,0.1255,0.12011,0.12044
0.44312,0.06418,0.04647,0.12056,0.07705,0.15021
0.35463,0.09868,0.01819,0.07977,0.06804,0.12903
0.34624,0.07606,0.02141,0.065,0.06854,0.116
0.41115,0.11655,0.04335,0.12023,0.09417,0.16472
0.48738,0.12095,0.04825,0.11608,0.06128,0.10359
0.43886,0.04255,0.03562,0.08455,0.15565,0.16889
0.24626,-0.00068,-0.01609,0.04344,0.16737,0.14551
0.31383,0.06398,0.02381,0.09181,0.15977,0.12244
0.37146,0.01952,0.0708,0.08024,0.12894,0.14558
0.30297,0.12176,0.02862,0.10283,0.05136,0.06605
0.20435,0.00792,-0.00363,0.00425,0.00323,0.0577
0.43395,0.14421,0.02236,0.11494,0.07056,0.10881
0.4263,0.05004,-0.00819,0.07891,0.0713,0.13825
0.45736,0.06675,0.02718,0.08986,0.0508,0.1116
0.44135,0.07182,0.02817,0.08317,0.11993,0.1297
0.35427,0.08014,0.05963,0.12564,0.14547,0.1333
0.44592,0.12141,0.05497,0.13732,0.10513,0.10745
0.5599,0.12727,0.04576,0.11382,0.07458,0.13288
0.30989,0.08818,0.03135,0.08548,0.11166,0.09641
0.37858,0.06858,0.01976,0.08475,0.1099,0.11402
0.47075,0.1368,0.05601,0.10537,0.06223,0.10975
0.39818,0.11958,0.03187,0.09687,0.12222,0.13528
0.38643,0.07637,0.02958,0.10033,0.043,0.10764
0.50861,0.11525,0.04503,0.10043,0.06408,0.12544
0.42072,0.10784,0.0076,0.0594,0.08512,0.10481
0.46348,0.07231,0.01235,0.06214,0.06366,0.10956
0.40672,0.04072,0.03793,0.06312,0.10992,0.15043
0.51135,0.12487,0.03726,0.11902,0.05631,0.14387
0.34367,0.06717,0.0071,0.07247,0.11419,0.13815
0.49264,0.17116,0.05408,0.08991,0.06541,0.10825
0.51397,0.09623,0.04642,0.09403,0.08483,0.14872
0.48316,0.1153,0.0356,0.09126,0.07617,0.10397
0.45805,0.07511,0.03073,0.09158,0.08323,0.1449
0.46174,0.06007,-0.00207,0.06344,0.08362,0.12776
0.3597,0.05045,-0.04565,0.00666,0.07418,0.06645
0.25315,0.02358,-0.00376,0.01496,0.02925,0.07725
0.40742,0.05523,0.03799,0.07185,0.10274,0.10359
0.2539,0.02956,0.00181,0.01515,0.0012,0.06097
0.53114,0.0651,0.10638,0.12069,0.15635,0.14956
0.42992,0.10099,0.03219,0.08725,0.07459,0.12282
0.29792,0.04068,0.01538,0.09144,0.10459,0.15488
0.45632,0.07372,0.0486,0.10903,0.11032,0.13866
0.36475,0.05326,0.02485,0.07777,0.08368,0.09812
0.33752,0.0379,-0.00272,0.0669,0.11104,0.13201
0.41606,0.0483,0.02874,0.06784,0.12409,0.1599
0.40059,0.09679,0.01314,0.08976,0.09759,0.11253
0.33912,0.11131,0.02296,0.11058,0.13562,0.13425
0.45632,0.08279,0.03468,0.07199,0.15091,0.12533
0.43405,0.06988,0.06392,0.11911,0.13998,0.15614
0.38491,0.11484,0.0759,0.11942,0.08302,0.11091
0.33958,0.06789,0.0101,0.09665,0.08491,0.12092
0.40975,0.07533,0.04747,0.08813,0.14554,0.13585
0.47811,0.13098,0.06421,0.10047,0.09393,0.12792
0.47343,0.06231,0.04697,0.08412,0.11836,0.11905
0.38292,0.10641,0.08893,0.11509,0.14391,0.13767
0.40141,0.1051,0.03693,0.10502,0.06576,0.12706
0.45055,0.05755,0.09045,0.11527,0.16974,0.17749
0.34064,0.10344,0.05135,0.08317,0.09144,0.08533
0.35344,0.06155,0.02178,0.09832,0.14478,0.15164
0.20056,0.00146,-0.00463,0.00585,0.01022,0.06033
0.39417,0.10854,0.04278,0.13181,0.11829,0.09942
0.35681,0.09632,0.01359,0.07785,0.11063,0.1311
0.46022,0.04822,0.02708,0.06357,0.04094,0.11132
0.33432,0.11333,-0.00769,0.07991,0.04168,0.09397
0.29352,0.06881,0.04748,0.12657,0.08431,0.1133
0.35913,0.04199,0.02566,0.0726,0.08966,0.13962
0.40891,0.18101,0.0647,0.14284,0.04679,0.06356
0.50645,0.09338,0.04859,0.08234,0.08657,0.10125
0.42066,0.07356,0.03442,0.07112,0.08973,0.0807
0.46159,0.0498,0.05744,0.10024,0.12436,0.15797
0.40164,0.06867,0.0317,0.0972,0.14195,0.17005
0.33717,0.06208,0.07417,0.10421,0.06381,0.10346
0.36754,0.07234,0.03478,0.09699,0.09385,0.14049
0.30241,0.04489,0.03277,0.08409,0.07646,0.11174
0.31135,0.0514,0.02705,0.06023,0.08632,0.11189
0.4269,0.03259,0.03411,0.06657,0.09248,0.1191
0.44799,0.04346,0.05552,0.0889,0.14065,0.14245
0.49101,0.16157,0.03646,0.12895,0.08028,0.10604
0.37967,0.05506,0.01732,0.06106,0.07116,0.10359
0.46774,0.1388,0.01048,0.09856,0.08188,0.15056
0.39418,0.06119,0.04759,0.09689,0.10543,0.1403
0.40096,0.12897,0.03997,0.09084,0.0523,0.07771
0.39669,0.14211,0.03501,0.0925,0.05373,0.10522
0.40839,0.06378,0.02955,0.10151,0.13081,0.13158
0.35542,0.17985,0.03811,0.12641,0.08081,0.09501
0.34656,0.0546,0.00864,0.04646,0.05297,0.10862
0.39681,0.19552,0.05908,0.12933,0.04989,0.07976
0.36556,0.09455,0.02603,0.09161,0.11608,0.11804
0.37749,0.01666,0.01036,0.06208,0.13705,0.13351
0.47864,0.12714,0.02323,0.09536,0.10118,0.17115
0.43047,0.10282,0.01871,0.10653,0.07164,0.15228
0.33676,0.02749,0.03576,0.06873,0.1075,0.17466
0.33322,0.10475,0.03919,0.10664,0.08032,0.12066
0.4347,0.12813,0.03176,0.12518,0.10958,0.14567
0.3789,0.12983,0.06607,0.13936,0.13732,0.14661
0.50068,0.15899,0.02426,0.10388,0.02136,0.09802
0.4206,0.06314,0.00272,0.04345,0.02495,0.09239
0.39312,0.22138,0.08549,0.14076,0.05024,0.06105
0.394,0.14852,0.0333,0.08862,0.08762,0.14636
0.52234,0.1305,0.09096,0.13102,0.13432,0.11838
0.38925,0.10135,0.02692,0.07799,0.13441,0.1239
0.4289,0.1134,0.02742,0.07896,0.09235,0.09802
0.37957,0.08502,0.01491,0.10678,0.10189,0.13027
0.38718,0.07783,0.03863,0.12532,0.12791,0.14404
0.41572,0.09288,0.03384,0.10203,0.1174,0.13342
0.34802,0.03514,0.08538,0.11475,0.13728,0.14291
0.422,0.08009,0.00985,0.08462,0.12812,0.07975
0.36215,0.06745,0.0074,0.09178,0.11001,0.13026
0.39095,0.20176,0.06867,0.14053,0.05589,0.04863
0.41883,0.10423,0.06096,0.11894,0.06972,0.10547
0.31445,0.08262,-0.00877,0.07741,0.07293,0.10793
0.4267,0.10143,0.02215,0.08142,0.09843,0.14523
0.42916,0.09483,0.05458,0.1052,0.06902,0.11453
0.35775,0.06965,0.03176,0.11856,0.09716,0.119
0.3653,0.09536,0.05867,0.10142,0.09233,0.15093
0.43373,0.11903,0.04398,0.09627,0.07563,0.11697
0.38521,0.02359,0.03084,0.07527,0.16062,0.13965
0.28958,0.02694,0.02339,0.03244,0.04281,0.08999
0.43449,0.14901,0.05731,0.11302,0.05006,0.07328
0.27718,0.00231,0.00714,0.03849,0.11819,0.11711
0.49541,0.07654,0.07719,0.10496,0.11948,0.13238
0.4006,0.13182,0.01445,0.07456,0.0487,0.10802
0.52872,0.19583,0.08176,0.13492,0.05108,0.08278
0.4052,0.09952,0.08998,0.10401,0.10588,0.10688
0.34314,0.11275,0.06038,0.1083,0.09332,0.10734
0.43457,0.12321,0.15053,0.16282,0.12325,0.11047
0.39129,0.0183,0.02382,0.06138,0.07306,0.10118
0.36804,0.11198,0.0402,0.08353,0.05224,0.08208
0.4532,0.10803,0.07073,0.13643,0.13289,0.12968
0.43613,0.09411,0.07285,0.11809,0.13351,0.13849
0.41706,0.1557,0.0663,0.17108,0.10514,0.13837
0.46102,0.15234,0.07006,0.15824,0.10907,0.11806
0.40041,0.1431,0.04449,0.09911,0.08579,0.13194
0.42467,0.12698,0.04648,0.13678,0.0917,0.14531
0.31943,0.03794,0.05134,0.06171,0.18742,0.11832
0.3832,0.06068,-0.00126,0.03799,0.04069,0.11018
0.39465,0.12854,0.08938,0.13652,0.11862,0.13924
0.42257,0.15773,0.04031,0.10618,0.07633,0.10145
0.3999,0.2177,0.06854,0.14002,0.03853,0.05331
0.32519,0.04411,0.01249,0.08278,0.16017,0.12857
0.46093,0.14489,0.04006,0.12163,0.08427,0.12164
0.51019,0.07268,0.05493,0.09996,0.1212,0.15625
0.42108,0.13049,0.05973,0.11504,0.06437,0.10976
0.40712,0.1346,0.03947,0.12673,0.07909,0.09997
0.42017,0.03162,0.03651,0.05728,0.10898,0.14046
0.50516,0.10732,0.02161,0.10864,0.05017,0.15833
0.44813,0.17167,0.03091,0.10998,0.07131,0.12098
0.4059,0.08149,0.04351,0.09053,0.07387,0.12261
0.42637,0.05055,0.03452,0.06768,0.12884,0.15626
0.46725,0.06776,0.0344,0.09835,0.09553,0.1317
0.39652,0.07518,0.05381,0.11725,0.11806,0.18785
0.3134,0.07759,0.00607,0.07436,0.07887,0.11446
0.35132,0.14296,0.06555,0.1053,0.07122,0.07825
0.47997,0.08058,0.03975,0.08779,0.12673,0.14489
0.41473,0.0899,0.04355,0.09883,0.09719,0.11811
0.31483,0.02072,0.02308,0.03108,0.11871,0.11882
0.3821,0.07754,0.03381,0.098,0.06557,0.0968
0.46769,0.15097,0.06721,0.10789,0.08293,0.10281
0.48506,0.0814,0.04617,0.08452,0.12238,0.13066
0.3154,0.0244,0.03329,0.10495,0.1302,0.11747
0.51645,0.18464,0.02904,0.12203,0.04295,0.09473
0.46751,0.03658,0.04415,0.07815,0.13524,0.14534
0.39854,0.13488,0.03561,0.09757,0.11012,0.10086
0.39883,0.08241,0.01792,0.05433,0.04988,0.0819
0.17597,0.00229,-0.00448,-0.00027,-0.00045,0.05046
0.38798,0.08259,0.05264,0.13843,0.11751,0.12115
0.38623,0.18995,0.07289,0.14922,0.06812,0.07606
0.51703,0.14775,0.03072,0.10436,0.03266,0.09249
0.47115,0.12222,0.04908,0.08793,0.10507,0.10758
0.48804,0.09816,0.08822,0.13173,0.11753,0.11062
0.372,0.06981,0.0286,0.08763,0.06771,0.12274
0.32864,0.05618,0.04717,0.10644,0.16933,0.15704
0.32152,0.05281,0.05614,0.10834,0.1608,0.11645
0.47546,0.10547,0.09023,0.11454,0.11018,0.1297
0.36705,0.04655,0.0357,0.08364,0.12149,0.14149
0.4335,0.02285,-0.00214,0.04657,0.08821,0.13397
0.46902,0.04873,0.03815,0.08892,0.08794,0.1253
0.40459,0.07744,0.06878,0.08774,0.11594,0.12374
0.29971,0.05598,-0.00268,0.05318,0.08815,0.0834
0.39163,0.18218,0.05171,0.11097,0.04978,0.0738
0.42026,0.07124,0.06506,0.10098,0.11205,0.11782
0.41887,0.13263,0.01421,0.10396,0.07782,0.13037
0.40419,0.11625,0.03786,0.08402,0.08405,0.12605
0.45873,0.11683,0.02978,0.11065,0.06003,0.11037
0.52438,0.06007,0.01526,0.051,0.09399,0.1286
0.38982,0.11409,0.09326,0.16734,0.07859,0.12685
0.46521,0.11208,0.04661,0.10909,0.07199,0.12456
0.42874,0.0528,0.0985,0.12179,0.16991,0.16955
0.41336,0.09366,0.06424,0.12686,0.09664,0.14018
0.25707,0.04925,0.02483,0.0451,0.04065,0.05809
0.42531,0.06017,0.03784,0.0621,0.07365,0.10546
0.40904,0.08493,0.04973,0.0657,0.06248,0.08116
0.38099,0.05582,0.04617,0.06553,0.10149,0.11304
0.35416,0.06962,0.04765,0.10596,0.1453,0.14539
0.39866,0.072,0.08339,0.11197,0.13554,0.13269
0.37505,0.03272,0.01238,0.0467,0.07382,0.10633
0.40013,0.18251,0.08224,0.12995,0.07053,0.07759
0.41284,0.04531,0.02201,0.03755,0.06756,0.09684
0.34828,0.09646,0.06738,0.13323,0.10757,0.10429
0.32304,0.07479,0.06545,0.10666,0.11628,0.07977
0.33418,0.02329,0.00097,0.03948,0.08616,0.11739
0.3923,0.1744,0.07705,0.12968,0.07426,0.09014
0.42967,0.05086,0.062,0.0709,0.06642,0.10884
0.47809,0.08194,0.00803,0.05394,0.05414,0.10047
0.46798,0.17971,0.13406,0.1956,0.09877,0.11727
0.50257,0.1045,0.04748,0.09146,0.06852,0.10798
0.33865,0.05695,0.05126,0.10472,0.10065,0.11936
0.38962,0.09661,-0.00367,0.06775,0.09618,0.11158
0.42484,0.20203,0.08036,0.13976,0.06138,0.07936
0.4334,0.07123,0.05297,0.10682,0.15176,0.12101
0.46248,0.13392,0.06183,0.11422,0.08269,0.07874
0.4832,0.07032,0.01989,0.07947,0.0237,0.09219
0.42759,0.17521,0.08529,0.14474,0.05623,0.11346
0.1608,0.00216,-0.00512,-0.00459,-0.00544,0.04418
0.43919,0.18611,0.07021,0.15215,0.08752,0.16948
0.35136,0.048,0.04462,0.07725,0.12121,0.12537
0.44185,0.11631,0.02569,0.07361,0.06833,0.09118
0.31642,0.06495,0.05199,0.09587,0.10918,0.12607
